Year,Month,Week,Season,City,Average Temperature (°C),Average Rainfall (mm),Average Humidity (%),Air Quality Index (AQI),Mosquito Density Index,Population Density (people per sq km),Dengue Cases Reported,Outbreak Risk Level,Latitude,Longitude,Month_Num
2019.0,November,46.0,Post-Monsoon,Indore,23.94,7.39,65.06,85.7,0.345,8500.0,51.0,Moderate,22.7196,75.8577,11
2019.0,January,46.0,Winter,Bhopal,19.55,31.26,66.56,118.8,0.254,2800.0,15.0,Low,23.2599,77.4126,1
2019.0,November,46.0,Post-Monsoon,Surat,22.81,28.11,74.05,110.0,0.381,17000.0,90.0,Moderate,21.1702,72.8311,11
2019.0,November,46.0,Post-Monsoon,Vadodara (Baroda),24.91,15.83,69.43,76.3,0.37,7500.0,26.0,Low,22.3072,73.1812,11
2019.0,November,46.0,Post-Monsoon,Nashik,24.34,6.42,69.5,89.9,0.455,4000.0,26.0,Moderate,19.9975,73.7898,11
2019.0,November,46.0,Post-Monsoon,Ludhiana,22.85,28.24,64.02,105.1,0.329,10000.0,43.0,Moderate,30.901,75.8573,11
2019.0,November,46.0,Post-Monsoon,Agra,27.49,1.4,62.14,101.4,0.481,8500.0,53.0,Moderate,27.1767,78.0081,11
2019.0,November,46.0,Post-Monsoon,Meerut,22.16,7.62,70.1,129.5,0.298,12000.0,57.0,Low,28.9845,77.7064,11
2019.0,January,46.0,Winter,Vijayawada,25.43,1.83,67.08,89.3,0.387,7800.0,42.0,Low,16.5062,80.648,1
2019.0,November,46.0,Post-Monsoon,Ranchi,25.69,23.53,69.15,97.3,0.515,6000.0,57.0,Moderate,23.3441,85.3096,11
2019.0,November,46.0,Post-Monsoon,Ahmedabad,24.7,15.88,67.535,128.0,0.38,21000.0,152.0,Moderate,25.5941,85.1376,11
2019.0,November,46.0,Post-Monsoon,Visakhapatnam,25.62,29.63,78.56,99.5,0.48,6500.0,73.0,Moderate,17.6868,83.2185,11
2019.0,November,46.0,Post-Monsoon,Coimbatore,24.07,13.34,65.99,126.0,0.414,8500.0,58.0,Low,11.0168,76.9558,11
2019.0,November,46.0,Post-Monsoon,Madurai,26.75,16.04,67.67,86.7,0.375,7000.0,40.0,Low,9.9252,78.1198,11
2019.0,November,46.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),27.78,14.49,79.18,50.0,0.5,5000.0,33.0,Moderate,8.5241,76.9366,11
2019.0,November,46.0,Post-Monsoon,Kochi (Cochin),23.23,43.34,83.9,89.7,0.509,9000.0,66.0,Moderate,9.9312,76.2673,11
2019.0,November,46.0,Post-Monsoon,Bhubaneswar,25.85,12.75,80.87,123.2,0.573,6000.0,47.0,Moderate,20.2961,85.8245,11
2019.0,November,46.0,Post-Monsoon,Guwahati,26.81,25.12,83.12,99.0,0.619,7000.0,96.0,High,26.1445,91.7362,11
2019.0,November,47.0,Post-Monsoon,Delhi (NCT),21.55,14.36,68.33,167.0,0.286,11297.0,35.0,Low,28.7041,77.1025,11
2019.0,November,47.0,Post-Monsoon,Mumbai,26.29,35.03,83.57,130.1,0.572,20400.0,205.0,High,19.076,72.8777,11
2019.0,November,47.0,Post-Monsoon,Kolkata,28.54,77.0,88.84,153.8,0.804,8500.0,316.0,High,22.3072,88.3639,11
2019.0,November,47.0,Post-Monsoon,Chennai,28.82,32.13,82.37,108.7,0.677,26000.0,247.0,High,13.0827,80.2707,11
2019.0,November,47.0,Post-Monsoon,Ahmedabad,24.69,26.01,67.535,141.9,0.436,8500.0,65.0,Moderate,12.9716,77.5946,11
2019.0,November,47.0,Post-Monsoon,Hyderabad,22.8,2.83,65.58,133.8,0.179,10000.0,14.0,Low,17.385,78.4867,11
2019.0,November,47.0,Post-Monsoon,Pune,25.43,9.07,60.85,108.0,0.34,6000.0,38.0,Low,18.5204,73.8567,11
2019.0,November,47.0,Post-Monsoon,Ahmedabad,26.48,20.03,64.31,122.9,0.529,12100.0,102.0,Moderate,23.0225,72.5714,11
2019.0,November,47.0,Post-Monsoon,Jaipur,26.75,8.42,65.56,113.8,0.473,6000.0,33.0,Moderate,26.9124,75.7873,11
2019.0,January,47.0,Winter,Lucknow,24.78,1.52,58.98,118.6,0.327,17000.0,95.0,Moderate,26.8467,80.9462,1
2019.0,November,47.0,Post-Monsoon,Kanpur,23.84,6.69,58.19,146.3,0.283,10000.0,58.0,Moderate,26.4499,80.3319,11
2019.0,November,47.0,Post-Monsoon,Nagpur,25.32,9.89,69.54,118.1,0.497,9000.0,68.0,Moderate,21.1458,79.0882,11
2019.0,November,47.0,Post-Monsoon,Indore,28.41,18.51,69.14,54.6,0.506,8500.0,80.0,Low,22.7196,75.8577,11
2019.0,November,47.0,Post-Monsoon,Bhopal,21.85,20.94,67.55,57.1,0.353,2800.0,20.0,Low,23.2599,77.4126,11
2019.0,November,47.0,Post-Monsoon,Surat,22.98,50.38,73.64,126.3,0.526,17000.0,143.0,Moderate,21.1702,72.8311,11
2019.0,November,47.0,Post-Monsoon,Vadodara (Baroda),26.26,15.38,63.01,128.5,0.448,8500.0,46.0,Moderate,22.3072,73.1812,11
2019.0,November,47.0,Post-Monsoon,Nashik,25.89,27.53,66.26,76.1,0.491,4000.0,29.0,Moderate,19.9975,73.7898,11
2019.0,November,47.0,Post-Monsoon,Ludhiana,26.75,18.67,71.45,84.1,0.4,10000.0,55.0,Moderate,30.901,75.8573,11
2019.0,November,47.0,Post-Monsoon,Agra,25.1,24.01,69.07,113.7,0.496,8500.0,64.0,Moderate,27.1767,77.7064,11
2019.0,November,47.0,Post-Monsoon,Meerut,26.75,13.68,63.48,106.3,0.223,12000.0,50.0,Low,28.9845,77.7064,11
2019.0,November,47.0,Post-Monsoon,Vijayawada,23.16,6.38,67.84,111.5,0.364,7800.0,24.0,Low,16.5062,80.648,11
2019.0,November,47.0,Post-Monsoon,Ranchi,22.83,6.13,72.85,121.4,0.352,6000.0,23.0,Low,22.3072,85.3096,11
2019.0,November,47.0,Post-Monsoon,Patna,23.4,23.84,63.96,129.5,0.383,21000.0,117.0,Moderate,22.3072,85.1376,11
2019.0,January,47.0,Winter,Visakhapatnam,27.12,25.44,79.62,134.5,0.583,6500.0,52.0,Moderate,17.6868,83.2185,1
2019.0,November,47.0,Post-Monsoon,Coimbatore,22.51,13.68,67.17,79.1,0.344,8500.0,44.0,Low,11.0168,76.9558,11
2019.0,November,47.0,Post-Monsoon,Madurai,23.15,2.68,68.75,96.6,0.338,7000.0,18.0,Low,9.9252,78.1198,11
2019.0,January,47.0,Winter,Thiruvananthapuram (Trivandrum),26.48,59.69,77.64,106.5,0.589,5000.0,44.0,Moderate,8.5241,76.9366,1
2019.0,November,47.0,Post-Monsoon,Ahmedabad,28.18,4.04,75.32,71.1,0.486,9000.0,56.0,Moderate,9.9312,76.2673,11
2019.0,November,47.0,Post-Monsoon,Bhubaneswar,27.47,28.67,72.73,121.0,0.555,6000.0,63.0,Moderate,20.2961,85.8245,11
2019.0,November,47.0,Post-Monsoon,Guwahati,23.81,54.6,78.56,128.8,0.48,7000.0,77.0,Moderate,26.1445,91.7362,11
2019.0,November,48.0,Post-Monsoon,Delhi (NCT),26.75,16.63,63.72,104.7,0.398,11297.0,43.0,Moderate,28.7041,77.1025,11
2019.0,November,48.0,Post-Monsoon,Mumbai,27.01,44.72,77.01,121.0,0.623,20400.0,239.0,High,19.076,72.8777,11
2019.0,January,48.0,Winter,Kolkata,27.46,67.25,67.535,107.3,0.701,24000.0,268.0,High,22.5726,88.3639,1
2019.0,November,48.0,Post-Monsoon,Chennai,26.69,56.45,80.47,122.0,0.614,26000.0,43.0,High,13.0827,80.2707,11
2019.0,November,48.0,Post-Monsoon,Bengaluru,28.65,28.98,67.75,94.5,0.593,11700.0,100.0,Moderate,22.3072,77.5946,11
2019.0,November,48.0,Post-Monsoon,Hyderabad,21.54,32.18,70.52,167.9,0.369,10000.0,50.0,Low,17.385,78.4867,11
2019.0,November,48.0,Post-Monsoon,Pune,25.3,23.39,62.41,113.5,0.478,6000.0,38.0,Moderate,18.5204,73.8567,11
2019.0,November,48.0,Post-Monsoon,Ahmedabad,24.14,3.28,66.97,164.0,0.258,12100.0,43.0,Low,23.0225,72.5714,11
2019.0,November,48.0,Post-Monsoon,Jaipur,21.88,9.02,67.535,102.2,0.242,6000.0,23.0,Low,26.9124,75.7873,11
2019.0,November,48.0,Post-Monsoon,Lucknow,27.62,19.75,67.535,85.5,0.566,17000.0,135.0,Moderate,26.8467,80.9462,11
2019.0,November,48.0,Post-Monsoon,Kanpur,22.21,15.43,65.85,131.4,0.301,10000.0,41.0,Low,26.4499,80.3319,11
2019.0,November,48.0,Post-Monsoon,Nagpur,25.14,13.68,57.03,113.7,0.447,8500.0,57.0,Moderate,21.1458,79.0882,11
2019.0,November,48.0,Post-Monsoon,Indore,28.4,15.73,70.97,110.3,0.488,8500.0,56.0,Moderate,22.7196,75.8577,11
2019.0,November,48.0,Post-Monsoon,Bhopal,26.89,27.36,71.81,118.7,0.565,2800.0,15.0,Moderate,22.3072,77.4126,11
2019.0,November,48.0,Post-Monsoon,Surat,27.98,13.68,77.7,93.9,0.731,17000.0,217.0,High,21.1702,72.8311,11
2019.0,November,48.0,Post-Monsoon,Vadodara (Baroda),25.79,27.56,70.71,99.1,0.526,7500.0,52.0,Moderate,22.3072,73.1812,11
2019.0,November,48.0,Post-Monsoon,Nashik,22.91,19.91,67.6,92.7,0.394,4000.0,23.0,Low,19.9975,73.7898,11
2019.0,November,48.0,Post-Monsoon,Ludhiana,27.41,21.79,65.79,108.0,0.495,10000.0,62.0,Moderate,30.901,75.8573,11
2019.0,November,48.0,Post-Monsoon,Agra,26.84,11.86,64.03,155.3,0.458,8500.0,61.0,Moderate,27.1767,78.0081,11
2019.0,November,48.0,Post-Monsoon,Meerut,21.03,22.14,65.72,139.9,0.232,12000.0,40.0,Low,22.3072,77.7064,11
2019.0,November,48.0,Post-Monsoon,Vijayawada,24.6,20.85,69.52,125.8,0.407,7800.0,61.0,Moderate,22.3072,80.648,11
2019.0,November,48.0,Post-Monsoon,Ranchi,23.67,6.59,63.81,67.5,0.298,6000.0,29.0,Low,23.3441,85.3096,11
2019.0,November,48.0,Post-Monsoon,Patna,23.39,27.22,66.44,115.6,0.425,8500.0,144.0,Moderate,25.5941,85.1376,11
2019.0,November,48.0,Post-Monsoon,Visakhapatnam,23.44,7.74,77.27,106.2,0.361,6500.0,27.0,Low,17.6868,83.2185,11
2019.0,November,48.0,Post-Monsoon,Coimbatore,23.01,21.83,65.19,114.0,0.373,8500.0,23.0,Low,11.0168,76.9558,11
2019.0,November,48.0,Post-Monsoon,Madurai,23.62,25.61,77.1,53.2,0.486,7000.0,41.0,Moderate,9.9252,78.1198,11
2019.0,November,48.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),22.36,52.79,76.47,102.0,0.457,5000.0,29.0,Moderate,8.5241,76.9366,11
2019.0,November,48.0,Post-Monsoon,Kochi (Cochin),25.12,30.65,77.8,113.3,0.49,9000.0,76.0,Moderate,9.9312,76.2673,11
2019.0,November,48.0,Post-Monsoon,Bhubaneswar,26.2,70.05,81.3,98.2,0.691,6000.0,68.0,High,20.2961,85.8245,11
2019.0,November,48.0,Post-Monsoon,Guwahati,24.85,23.69,76.82,119.1,0.531,7000.0,58.0,Moderate,26.1445,91.7362,11
2019.0,December,49.0,Winter,Delhi (NCT),15.67,12.52,54.31,256.4,0.042,11297.0,0.0,Low,28.7041,77.1025,12
2019.0,December,49.0,Winter,Mumbai,17.71,4.22,64.69,146.9,0.002,20400.0,0.0,Low,22.3072,72.8777,12
2019.0,December,49.0,Winter,Kolkata,26.75,21.77,78.06,137.3,0.169,8500.0,43.0,Low,22.5726,88.3639,12
2019.0,December,49.0,Winter,Chennai,19.4,5.68,66.95,141.2,0.149,26000.0,9.0,Low,22.3072,80.2707,12
2019.0,December,49.0,Winter,Bengaluru,15.0,7.21,58.12,132.2,0.066,11700.0,0.0,Low,12.9716,77.5946,12
2019.0,December,49.0,Winter,Ahmedabad,15.0,10.47,56.41,93.8,0.092,10000.0,1.0,Low,17.385,78.4867,12
2019.0,December,49.0,Winter,Pune,16.63,7.48,54.94,52.7,0.043,6000.0,0.0,Low,18.5204,73.8567,12
2019.0,December,49.0,Winter,Ahmedabad,17.46,6.19,55.86,132.9,0.093,12100.0,1.0,Low,23.0225,72.5714,12
2019.0,December,49.0,Winter,Jaipur,17.36,1.34,52.4,203.1,0.0,8500.0,0.0,Low,26.9124,75.7873,12
2019.0,January,49.0,Winter,Lucknow,15.0,14.67,63.45,113.7,0.127,17000.0,2.0,Low,26.8467,80.9462,1
2019.0,December,49.0,Winter,Kanpur,17.43,6.56,47.14,217.9,0.009,10000.0,0.0,Low,26.4499,80.3319,12
2019.0,December,49.0,Winter,Nagpur,15.0,12.56,58.01,114.1,0.211,9000.0,0.0,Low,21.1458,79.0882,12
2019.0,December,49.0,Winter,Indore,18.37,11.15,48.7,83.1,0.045,8500.0,0.0,Low,22.7196,77.7064,12
2019.0,December,49.0,Winter,Bhopal,17.83,7.53,51.69,103.3,0.064,2800.0,0.0,Low,23.2599,77.4126,12
2019.0,December,49.0,Winter,Surat,20.78,21.16,70.76,136.8,0.281,17000.0,11.0,Low,21.1702,72.8311,12
2019.0,January,49.0,Winter,Vadodara (Baroda),15.76,7.7,67.535,92.1,0.065,8500.0,0.0,Low,22.3072,73.1812,1
2019.0,December,49.0,Winter,Nashik,18.26,3.21,58.18,101.1,0.106,4000.0,0.0,Low,19.9975,77.7064,12
2019.0,December,49.0,Winter,Ludhiana,15.32,14.68,58.7,161.6,0.109,10000.0,3.0,Low,22.3072,75.8573,12
2019.0,December,49.0,Winter,Agra,15.34,1.68,51.48,170.0,0.0,8500.0,0.0,Low,27.1767,78.0081,12
2019.0,December,49.0,Winter,Meerut,16.21,9.67,50.49,181.5,0.091,12000.0,2.0,Low,28.9845,77.7064,12
2019.0,December,49.0,Winter,Vijayawada,19.12,9.77,54.58,106.0,0.168,7800.0,6.0,Low,16.5062,80.648,12
2019.0,December,49.0,Winter,Ranchi,17.45,5.64,58.51,103.8,0.151,6000.0,0.0,Low,23.3441,85.3096,12
2019.0,December,49.0,Winter,Patna,17.29,12.19,51.72,113.7,0.028,21000.0,0.0,Low,25.5941,85.1376,12
2019.0,December,49.0,Winter,Visakhapatnam,19.83,4.77,72.59,98.6,0.119,6500.0,1.0,Low,17.6868,83.2185,12
2019.0,December,49.0,Winter,Coimbatore,19.61,9.72,53.42,96.5,0.127,8500.0,6.0,Low,22.3072,76.9558,12
2019.0,December,49.0,Winter,Madurai,17.07,13.22,67.535,89.1,0.135,7000.0,0.0,Low,9.9252,78.1198,12
2019.0,December,49.0,Winter,Thiruvananthapuram (Trivandrum),18.12,23.69,64.94,64.3,0.486,5000.0,1.0,Low,8.5241,76.9366,12
2019.0,December,49.0,Winter,Kochi (Cochin),15.0,22.46,63.27,116.7,0.219,9000.0,1.0,Low,9.9312,76.2673,12
2019.0,December,49.0,Winter,Bhubaneswar,17.05,8.25,60.55,106.0,0.126,6000.0,0.0,Low,20.2961,85.8245,12
2019.0,December,49.0,Winter,Guwahati,15.96,4.53,63.22,74.5,0.008,7000.0,0.0,Low,26.1445,91.7362,12
2019.0,December,50.0,Winter,Delhi (NCT),15.01,13.78,52.85,207.8,0.019,11297.0,0.0,Low,28.7041,77.1025,12
2019.0,December,50.0,Winter,Mumbai,15.0,16.96,63.42,122.1,0.486,20400.0,0.0,Low,19.076,72.8777,12
2019.0,December,50.0,Winter,Kolkata,17.27,14.32,78.09,97.2,0.15,24000.0,0.0,Low,22.5726,88.3639,12
2019.0,December,50.0,Winter,Chennai,17.62,3.25,63.87,152.2,0.151,26000.0,2.0,Low,13.0827,80.2707,12
2019.0,December,50.0,Winter,Bengaluru,15.76,3.13,63.58,147.8,0.165,11700.0,2.0,Low,12.9716,77.5946,12
2019.0,December,50.0,Winter,Hyderabad,26.75,8.88,57.53,122.6,0.059,10000.0,0.0,Low,17.385,78.4867,12
2019.0,December,50.0,Winter,Pune,17.87,10.58,56.37,112.6,0.128,6000.0,6.0,Low,18.5204,73.8567,12
2019.0,December,50.0,Winter,Ahmedabad,21.29,2.6,55.76,124.5,0.26,8500.0,43.0,Low,23.0225,77.7064,12
2019.0,December,50.0,Winter,Jaipur,15.0,13.73,54.06,165.1,0.156,6000.0,2.0,Low,26.9124,77.7064,12
2019.0,December,50.0,Winter,Lucknow,15.0,1.12,54.94,191.7,0.09,17000.0,3.0,Low,26.8467,80.9462,12
2019.0,December,50.0,Winter,Kanpur,17.61,1.5,54.06,218.1,0.0,10000.0,0.0,Low,26.4499,80.3319,12
2019.0,January,50.0,Winter,Nagpur,21.15,4.43,51.03,103.5,0.138,9000.0,0.0,Low,21.1458,79.0882,1
2019.0,December,50.0,Winter,Indore,16.72,-0.69,59.43,88.2,0.058,8500.0,0.0,Low,22.7196,75.8577,12
2019.0,December,50.0,Winter,Bhopal,20.06,11.46,56.91,103.7,0.199,2800.0,2.0,Low,23.2599,77.4126,12
2019.0,January,50.0,Winter,Surat,16.8,19.02,66.44,133.1,0.156,17000.0,8.0,Low,21.1702,72.8311,1
2019.0,December,50.0,Winter,Vadodara (Baroda),17.22,3.49,59.54,65.1,0.063,7500.0,5.0,Low,22.3072,77.7064,12
2019.0,December,50.0,Winter,Nashik,15.0,13.68,55.45,118.4,0.012,4000.0,0.0,Low,19.9975,73.7898,12
2019.0,December,50.0,Winter,Ludhiana,17.95,13.68,47.01,113.7,0.0,10000.0,0.0,Low,30.901,75.8573,12
2019.0,December,50.0,Winter,Agra,15.57,10.31,42.61,193.5,0.128,8500.0,43.0,Low,27.1767,77.7064,12
2019.0,December,50.0,Winter,Meerut,16.37,3.73,53.58,177.4,0.024,12000.0,1.0,Low,28.9845,77.7064,12
2019.0,December,50.0,Winter,Vijayawada,16.3,8.22,60.35,115.1,0.0,7800.0,0.0,Low,16.5062,77.7064,12
2019.0,December,50.0,Winter,Ranchi,17.0,10.88,55.97,115.7,0.219,6000.0,0.0,Low,23.3441,85.3096,12
2019.0,January,50.0,Winter,Patna,17.83,16.28,68.84,113.7,0.223,21000.0,3.0,Low,25.5941,85.1376,1
2019.0,December,50.0,Winter,Visakhapatnam,16.53,13.0,68.42,91.8,0.103,6500.0,0.0,Low,17.6868,83.2185,12
2019.0,December,50.0,Winter,Coimbatore,15.27,9.6,54.59,59.1,0.0,8500.0,0.0,Low,11.0168,76.9558,12
2019.0,December,50.0,Winter,Madurai,15.0,14.79,60.57,100.3,0.16,7000.0,0.0,Low,9.9252,78.1198,12
2019.0,December,50.0,Winter,Thiruvananthapuram (Trivandrum),15.62,-0.64,60.39,103.4,0.096,5000.0,0.0,Low,8.5241,76.9366,12
2019.0,December,50.0,Winter,Kochi (Cochin),16.93,12.78,67.535,108.8,0.096,9000.0,1.0,Low,9.9312,76.2673,12
2019.0,December,50.0,Winter,Bhubaneswar,16.0,8.06,63.95,122.7,0.13,6000.0,43.0,Low,20.2961,85.8245,12
2019.0,December,50.0,Winter,Guwahati,15.0,3.02,64.92,119.8,0.087,8500.0,0.0,Low,22.3072,91.7362,12
2019.0,December,51.0,Winter,Delhi (NCT),15.27,3.22,49.06,230.7,0.045,11297.0,0.0,Low,28.7041,77.1025,12
2019.0,December,51.0,Winter,Mumbai,17.67,19.42,69.11,170.2,0.199,20400.0,3.0,Low,19.076,72.8777,12
2019.0,December,51.0,Winter,Kolkata,26.75,5.29,75.51,157.2,0.118,24000.0,11.0,Low,22.3072,77.7064,12
2019.0,December,51.0,Winter,Chennai,15.0,21.06,62.97,113.7,0.135,26000.0,6.0,Low,13.0827,80.2707,12
2019.0,January,51.0,Winter,Bengaluru,18.92,0.77,56.63,170.5,0.092,11700.0,1.0,Low,12.9716,77.5946,1
2019.0,December,51.0,Winter,Ahmedabad,15.86,14.56,67.535,113.7,0.097,10000.0,1.0,Low,17.385,78.4867,12
2019.0,December,51.0,Winter,Pune,18.41,6.37,54.46,101.0,0.154,6000.0,0.0,Low,18.5204,73.8567,12
2019.0,December,51.0,Winter,Ahmedabad,17.63,0.19,51.16,134.0,0.0,8500.0,0.0,Low,23.0225,72.5714,12
2019.0,December,51.0,Winter,Jaipur,15.0,12.06,53.74,179.2,0.107,6000.0,0.0,Low,26.9124,75.7873,12
2019.0,December,51.0,Winter,Lucknow,15.0,13.68,50.49,221.7,0.144,17000.0,3.0,Low,26.8467,80.9462,12
2019.0,December,51.0,Winter,Kanpur,17.02,10.7,51.49,191.7,0.142,10000.0,7.0,Low,26.4499,80.3319,12
2019.0,December,51.0,Winter,Nagpur,15.0,3.38,63.99,108.3,0.142,9000.0,4.0,Low,21.1458,79.0882,12
2019.0,December,51.0,Winter,Indore,15.0,-0.06,55.8,73.3,0.091,8500.0,1.0,Low,22.7196,75.8577,12
2019.0,December,51.0,Winter,Bhopal,18.08,-1.03,55.87,107.3,0.025,2800.0,0.0,Low,22.3072,77.4126,12
2019.0,December,51.0,Winter,Surat,16.91,4.29,62.04,108.9,0.078,17000.0,0.0,Low,21.1702,72.8311,12
2019.0,December,51.0,Winter,Vadodara (Baroda),18.45,3.96,49.12,98.9,0.059,7500.0,1.0,Low,22.3072,73.1812,12
2019.0,December,51.0,Winter,Nashik,19.89,13.31,52.72,127.8,0.148,4000.0,0.0,Low,19.9975,73.7898,12
2019.0,December,51.0,Winter,Ludhiana,15.0,13.68,55.7,175.5,0.102,10000.0,0.0,Low,30.901,75.8573,12
2019.0,December,51.0,Winter,Agra,15.0,11.09,54.98,172.4,0.058,8500.0,0.0,Low,27.1767,78.0081,12
2019.0,December,51.0,Winter,Meerut,15.0,6.11,57.26,222.1,0.065,12000.0,0.0,Low,28.9845,77.7064,12
2019.0,December,51.0,Winter,Vijayawada,18.2,14.19,54.25,69.1,0.144,7800.0,0.0,Low,16.5062,80.648,12
2019.0,December,51.0,Winter,Ranchi,17.79,7.18,52.69,119.1,0.033,6000.0,1.0,Low,23.3441,85.3096,12
2019.0,December,51.0,Winter,Patna,17.84,9.3,52.57,108.9,0.096,21000.0,3.0,Low,25.5941,85.1376,12
2019.0,December,51.0,Winter,Visakhapatnam,15.3,15.31,57.51,80.6,0.187,6500.0,1.0,Low,17.6868,83.2185,12
2019.0,January,51.0,Winter,Coimbatore,17.7,13.15,56.5,86.2,0.103,8500.0,2.0,Low,11.0168,76.9558,1
2019.0,December,51.0,Winter,Madurai,15.0,5.71,54.5,107.3,0.066,7000.0,0.0,Low,9.9252,78.1198,12
2019.0,December,51.0,Winter,Thiruvananthapuram (Trivandrum),15.0,21.88,77.08,86.1,0.209,5000.0,0.0,Low,8.5241,76.9366,12
2019.0,December,51.0,Winter,Kochi (Cochin),15.18,6.92,59.53,86.8,0.116,9000.0,2.0,Low,9.9312,76.2673,12
2019.0,December,51.0,Winter,Bhubaneswar,16.66,8.6,57.94,93.4,0.069,6000.0,0.0,Low,20.2961,85.8245,12
2019.0,December,51.0,Winter,Guwahati,18.13,15.85,67.93,80.7,0.109,7000.0,0.0,Low,26.1445,91.7362,12
2019.0,December,52.0,Winter,Delhi (NCT),16.95,1.48,50.11,206.6,0.0,11297.0,0.0,Low,28.7041,77.1025,12
2019.0,December,52.0,Winter,Mumbai,15.0,1.36,65.18,121.9,0.086,20400.0,2.0,Low,19.076,72.8777,12
2019.0,December,52.0,Winter,Kolkata,16.33,22.69,70.22,105.1,0.191,24000.0,5.0,Low,22.5726,88.3639,12
2019.0,December,52.0,Winter,Chennai,15.0,24.59,63.85,111.0,0.155,26000.0,8.0,Low,13.0827,80.2707,12
2019.0,December,52.0,Winter,Bengaluru,19.87,6.98,56.37,145.8,0.133,11700.0,0.0,Low,12.9716,77.5946,12
2019.0,December,52.0,Winter,Hyderabad,16.76,6.77,46.84,184.5,0.129,10000.0,0.0,Low,17.385,78.4867,12
2019.0,December,52.0,Winter,Pune,18.75,6.49,48.11,109.5,0.118,6000.0,1.0,Low,18.5204,73.8567,12
2019.0,December,52.0,Winter,Ahmedabad,20.12,3.92,54.62,107.0,0.114,12100.0,1.0,Low,23.0225,72.5714,12
2019.0,December,52.0,Winter,Jaipur,19.24,8.55,52.84,160.8,0.486,6000.0,0.0,Low,26.9124,75.7873,12
2019.0,December,52.0,Winter,Lucknow,15.71,8.93,53.51,210.3,0.036,17000.0,0.0,Low,26.8467,80.9462,12
2019.0,December,52.0,Winter,Ahmedabad,15.0,1.67,55.87,224.0,0.106,10000.0,43.0,Low,26.4499,80.3319,12
2019.0,December,52.0,Winter,Nagpur,19.42,0.61,56.28,89.5,0.122,9000.0,0.0,Low,22.3072,79.0882,12
2019.0,December,52.0,Winter,Indore,15.72,0.5,52.22,126.6,0.041,8500.0,2.0,Low,22.7196,75.8577,12
2019.0,December,52.0,Winter,Bhopal,18.35,17.24,65.58,50.0,0.177,2800.0,4.0,Low,23.2599,77.4126,12
2019.0,December,52.0,Winter,Surat,15.29,17.67,69.63,106.0,0.149,17000.0,1.0,Low,21.1702,72.8311,12
2019.0,December,52.0,Winter,Vadodara (Baroda),17.88,4.67,54.58,97.3,0.152,7500.0,0.0,Low,22.3072,73.1812,12
2019.0,December,52.0,Winter,Nashik,17.86,1.06,53.63,126.4,0.056,4000.0,0.0,Low,19.9975,73.7898,12
2019.0,December,52.0,Winter,Ludhiana,15.0,2.92,51.67,227.4,0.072,10000.0,0.0,Low,30.901,75.8573,12
2019.0,December,52.0,Winter,Ahmedabad,18.91,1.7,53.22,113.7,0.035,8500.0,1.0,Low,27.1767,78.0081,12
2019.0,December,52.0,Winter,Meerut,15.68,14.1,53.84,161.0,0.127,12000.0,1.0,Low,28.9845,77.7064,12
2019.0,December,52.0,Winter,Vijayawada,17.6,14.98,58.33,107.8,0.025,7800.0,0.0,Low,16.5062,80.648,12
2019.0,December,52.0,Winter,Ranchi,15.0,13.68,55.82,105.9,0.171,6000.0,0.0,Low,23.3441,85.3096,12
2019.0,December,52.0,Winter,Patna,15.0,3.07,67.535,165.0,0.099,21000.0,2.0,Low,25.5941,85.1376,12
2019.0,December,52.0,Winter,Visakhapatnam,20.18,24.25,68.86,84.9,0.327,6500.0,0.0,Low,17.6868,83.2185,12
2019.0,December,52.0,Winter,Coimbatore,16.41,4.88,67.535,107.0,0.111,8500.0,0.0,Low,11.0168,76.9558,12
2019.0,December,52.0,Winter,Madurai,18.23,7.22,55.87,113.7,0.114,7000.0,0.0,Low,9.9252,78.1198,12
2019.0,December,52.0,Winter,Thiruvananthapuram (Trivandrum),26.75,3.75,69.28,109.5,0.186,5000.0,8.0,Low,8.5241,76.9366,12
2019.0,December,52.0,Winter,Kochi (Cochin),15.37,10.24,66.26,91.9,0.149,9000.0,0.0,Low,9.9312,76.2673,12
2019.0,December,52.0,Winter,Bhubaneswar,18.92,8.1,65.33,109.1,0.079,6000.0,3.0,Low,20.2961,85.8245,12
2019.0,December,52.0,Winter,Guwahati,15.94,13.3,68.24,98.6,0.016,7000.0,0.0,Low,26.1445,91.7362,12
2020.0,January,1.0,Winter,Delhi (NCT),15.99,5.72,50.18,191.5,0.0,11297.0,0.0,Low,28.7041,77.1025,1
2020.0,January,1.0,Winter,Mumbai,17.64,3.26,65.92,129.7,0.102,20400.0,6.0,Low,19.076,72.8777,1
2020.0,January,1.0,Winter,Kolkata,15.0,11.36,68.47,130.8,0.094,24000.0,3.0,Low,22.5726,88.3639,1
2020.0,January,1.0,Winter,Chennai,16.52,13.48,69.58,155.7,0.112,26000.0,2.0,Low,13.0827,80.2707,1
2020.0,January,1.0,Winter,Bengaluru,18.19,0.53,67.535,148.0,0.08,11700.0,1.0,Low,12.9716,77.5946,1
2020.0,January,1.0,Winter,Hyderabad,18.18,12.74,62.84,110.4,0.106,10000.0,2.0,Low,17.385,78.4867,1
